번호,서명,저자,출판사,출판년
896,"(바람의 왕,)고돌핀 아라비안",마거리트 헨리 글 ; 오승민 그림 ; 선우미정 옮김,느림보,2008
897,박뛰엄이 노는 법,김기정 글 ; 허구 그림,계수나무,2008
898,방귀쟁이 뿌뿌,린쓰런 글 ; 린이샹 그림 ; 임지영 옮김,주니어랜덤,2008
899,북극곰을 구해줘!,김바다 글 ; 이화성 그림,창비,2008
900,빨주노초파남보똥,김기정...[등]지음 ; 강희준...[등]그림,사계절,2008
901,색깔을 먹는 나무,원유순 글 ; 조수경 그림,시공주니어,2008
902,색깔을 먹는 나무,원유순 글 ; 조수경 그림,시공주니어,2008
903,선생님의 밥그릇,이청준 글 ; 강우현 그림,다림,2008
904,"세계 100나라 대표동화 100. B. 2:, 유럽.북아메리카 남아메리카 편",해와달 엮음 ; 김경아...[등]그림,대일출판사,2008
905,(세상을 움직이는 힘)에너지,신현정 ; 함석진 [공]글 ; 윤예지 그림,토토북,2008
906,(쓸모 있는 자원)쓰레기,한미경 글 ; 배정식 그림,주니어김영사,2008
907,"안녕, 할머니 달님",도나 스테인만 지음 ; 태마라 기온 그림 ; 김상일 옮김,키다리,2008
908,"안녕, 할머니 달님",도나 스테인만 지음 ; 태마라 기온 그림 ; 김상일 옮김,키다리,2008
909,어제는 밤하늘을 날았어요,미카엘라 모건 글 ; 에리카 팔 그림 ; 정미영 옮김,해와나무,2008
910,엄마 몰래,조성자 글 ; 김준영 그림,좋은책어린이,2008
911,연두와 밀루,최영미 글 ; 김상희 그림,계수나무,2008
912,열두 달 자연놀이,붉나무 글.그림.사진,보리,2008
913,옛 그림 속으로 풍덩,장세현 글 ; 서선미 그림,아이세움,2008
914,우리 가족입니다,이혜란 지음,보림,2008
915,우리는 평화를 배운다,이자벨 부르니에 ; 마르크 포티에 [공]글 ; 홍세화 옮김,아이세움,2009
916,월든,헨리 데이비드 소로 원작 ; 김선희 글 ; 이상현 그림,파란자전거,2009
917,웨니에겐 날개가 있다,자넷 리 카레이 글 ; 김경미 옮김,비룡소,2008
918,위풍당당 심예분 여사,강정연 글 ; 노석미 그림,시공주니어,2009
919,입 안이 근질근질,이성자 지음 ; 이지연 그림,청개구리,2009
920,책벌레 소년 외교관되다,표시정 글씀 ; 허구 그림,청어람미디어,2008
921,천하무적 빅토르,드니 베치나 지음 ; 필립 베아 그림 ; 이정주 옮김,개암나무,2008
922,최악의 짝꿍,하나가타 미쓰루 글 ; 정문주 그림 ; 고향옥 옮김,주니어김영사,2009
923,토끼와 거북이의 세계일주,셜리 글레이저 글 ; 밀턴 글레이저 그림 ; 박정식 옮김,비룡소,2006
924,토째비 주례 좀 서 줘,김하늬 글 ; 이광익 그림,국민서관,2008
925,통통이는 똥도 예뻐！,이상권 글 ; 정지윤 그림,샘터,2009
926,피어라 못난이꽃,장수경 글 ; 지민희 그림,한겨레아이들,2008
927,하얀 휴지의 공포,여성희 지음 ; 김용아 그림,현암사,2009
928,(함께 찾아가는)서울 600년 이야기,김근태 글 ; 서명자 그림 ; 이재성 사진,산하,2008
929,행복한 한국사 초등학교. 3 : 민족을 다시 통일한 고려,전국역사교사모임 지음 ; 최미란...[등]그림,휴먼어린이,2008
930,행복한 한국사 초등학교. 4 : 세계 속의 코리아,전국역사교사모임 지음 ; 백보현 ; 인강 ; 임근선 [공]일러스트,휴먼어린이,2008
931,행복한 한국사 초등학교. 5 : 새 나라 조선이 들어서다,전국역사교사모임 지음 ; 김원희...[등]그림,휴먼어린이,2008
932,(환경을 생각하는)개똥 클럽,수지 모건스턴 지음 ; 최윤정 옮김,바람의 아이들,2008
933,꽃신,김소연 글 ; 김동성 그림,파랑새,2008
934,(융이 들려주는)콤플렉스 이야기,오채환 지음,자음과모음,2008
935,미운 아기 오리,김지영 글 ; 김혜란 그림 ; 이보영 해설,삼성출판사,2009
936,이솝이야기. 1,김지영 글 ; 김민정 그림 ; 이보영 해설,삼성출판사,2009
937,늑대와 일곱 마리 아기 염소,김지영 글 ; 이른봄 그림 ; 이보영 해설,삼성출판사,2009
938,성날팔이 소녀,김지영 글 ; 오정택 그림 ; 이보영 해설,삼성출판사,2009
939,피노키오,김지영 글 ; 조혜원 그림 ; 이보영 해설,삼성출판사,2009
940,오즈의 마법사,김지영 글 ; 이른봄 그림 ; 이보영 해설,삼성출판사,2009
941,잭과 콩나무,김지영 글 ; 홍성지 그림 ; 이보영 해설,삼성출판사,2009
942,걸리버 여행기,Stanton H. Procter ; Melanie Ann Procter [공]글 ; 김진화 그림 ; 이보영 해설,삼성출판사,2009
943,욕심쟁이 거인,김지영 글 ; 최민철 그림 ; 이보영 해설,삼성출판사,2009
944,이솝이야기. 2,김지영 글 ; 홍성지 그림 ; 이보영 해설,삼성출판사,2009
945,탈무드 이야기,김지영 글 ; 박세연 그림 ; 이보영 해설,삼성출판사,2009
946,신데렐라,Stanton H. precter ; Malnnie ann procter [공]글 ; 박효진 그림 ; 이보영 해설,삼성출판사,2009
947,정글 북,김지영 글 ; 박효진 그림 ; 이보영 해설,삼성출판사,2009
948,왕자와 거지,Stanton H. Procter ; Melanie Ann Procter [공]글 ; 최민철 그림 ; 이보영 해설,삼성출판사,2009
949,단 방귀 사려,김지영 글 ; 인강 그림 ; 이보영 해설,삼성출판사,2009
950,줄줄이 꿴 호랑이,김지영 글 ; 김종민 그림 ; 이보영 해설,삼성출판사,2009
951,톨스토이 이야기,김지영 글 ; 이른봄 그림 ; 이보영 해설,삼성출판사,2009
952,별,Stanton H. precter ; Malnnie ann procter [공]글 ; 천은실 그림 ; 이보영 해설,삼성출판사,2009
953,파랑새,Stanton H. precter ; Malnnie ann procter [공]글 ; 물 그림 ; 이보영 해설,삼성출판사,2009
954,딸랑딸랑 딸랑귀신,김지영 글 ; 박진덕 그림 ; 이보영 해설,삼성출판사,2009
955,도깨비 방망이,김지영 글 ; 김혜란 그림 ; 이보영 해설,삼성출판사,2009
956,구두장이 꼬마 요정,김지영 글 ; 박효진 그림 ; 이보영 해설,삼성출판사,2009
957,그리스 로마 신화,Stanton H. precter ; Malnnie ann procter [공]글 ; 김삼현 그림 ; 이보영 해설,삼성출판사,2009
958,헨젤과 그레텔,Stanton H. precter ; Malnnie ann procter [공]글 ; 박해남 그림 ; 이보영 해설,삼성출판사,2009
959,백설 공주,김지영 글 ; 강윤주 그림 ; 이보영 해설,삼성출판사,2009
960,플란더스의 개,Stanton H. precter ; Malnnie ann procter [공]글 ; 변정연 그림 ; 이보영 해설,삼성출판사,2009
961,피터 팬,김지영 글 ; 김선경 그림 ; 이보영 해설,삼성출판사,2009
962,손오공,김지영 글 ; 박해남 그림 ; 이보영 해설,삼성출판사,2009
963,알라딘의 마법 램프,김지영 글 ; 김진화 그림 ; 이보영 해설,삼성출판사,2009
964,인어 공주,Stanton H. precter ; Malnnie ann procter [공]글 ; 규하 그림 ; 이보영 해설,삼성출판사,2009
965,어린 왕자,Stanton H. precter ; Malnnie ann procter [공]글 ; 박성은 그림 ; 이보영 해설,삼성출판사,2009
966,어린이 영어사전,[삼성출판사 편],삼성출판사,2009
967,(미국 엄마들이 아이에게 맨 처음 들려주는)영어동요 32,[삼성출판사 편],삼성출판사,2009
968,가끔씩 비 오는 날,이가을 지음 ; 이수지 그림,창비,2009
969,개구리와 두꺼비가 함께,아놀드 로벨 글·그림 ; 엄혜숙 옮김,비룡소,2009
970,고성 공룡 박물관,공달용 글 ; 안은진 그림,스쿨김영사,2007
971,그 밖에 여러분,이가을 지음 ; 정승희 그림,창비,2007
972,(그 숲속 그 못가에서)동무동무 끼리끼리,임홍은 글 ; 김종도 그림,샘터,2006
973,(1학년 동시집)꽃이파리가 된 나비,이주영 엮음,우리교육,2009
974,꿈을 찍는 사진관,강소천...[등]글 ; 이승원 그림,상서각,2007
975,난 선생님 아니야,이혜영 지음 ; 김수경 그림,청개구리,2009
976,날마다 뽀끄땡스,오채 글 ; 오승민 그림,문학과지성사,2008
977,남산골 한옥마을,이흥원 지음 ; 김수현 ; 김순남 [공]그림,스쿨김영사,2007
978,내가 사는 이유,멕 로소프 지음 ; 김희정 옮김,미래인,2009
979,다 타고난 재주가 있지요,이재복 엮음 ; 박소래 그림,산하,2009
980,달려라 바퀴！,최정금...[등]지음 ; 양경희 그림,바람의 아이들,2007
981,딸꾹질 멈추게 해줘,박월선 지음 ; 이종은 그림,청개구리,2009
982,말괄량이 까미의 교환 일기장,후지 마치코 글 ; 유치 미에코 그림 ; 고향옥 옮김,은행나무,2009
983,불가사리를 기억해,유영소 [글] ; 홍선주 그림,사계절,2009
984,샘 괴롭히기 프로젝트,이윤학 지음 ; 전종문 그림,문학과지성사,2009
985,(매일매일 15분)생각쓰기,남미영 지음,21세기북스,2008
986,어찌됐든 산티아고만 가자,권순호 ; 이경욱 [공]글·그림,청하출판사,2009
987,에윌란의 모험. 1 : 언아더월드,피에르 보테로 지음 ; 이원희 옮김,소담출판사,2009
988,에윌란의 모험. 2 : 얼음 국경,피에르 보테로 지음 ; 이원희 옮김,소담출판사,2009
989,우리는 무적 남매 골치와 대장,주디 블룸 글 ; 제임스 스티븐슨 그림 ; 이주희 옮김,시공주니어,2009
990,우리는 환상의 삼총사,엘리자베스 브로캠프 지음 ; 조니 스트링필드 그림 ; 이서용 옮김,개암나무,2009
991,우리 전래동화 13가지 이야기,조동호 지음 ; 나미희...[등]그림,거인,2008
992,재미있는 치과 이야기,우리케 게롤트 ; 볼프람 러셀 [공]글 ; 안네데 그림 ; 김완균 옮김,해와나무,2008
993,준비됐지,김옥 글 ; 홍정선 그림,창비,2009
994,준비됐지,김옥 글 ; 홍정선 그림,창비,2009
995,책과 가까워지는 아이 책과 멀어지는 아이,박은영 지음,청출판,2008
996,동전이 열리는 나무,낸시 켈리 알렌 지음 ; 아담 도일 그림 ; 박영훈 옮김,주니어김영사,2009
997,나를 찾아줘,은이정 글 ; 김경희 그림,교학사,2008
998,마고 할미,정근 글 ; 조선경 그림,보림,2008
999,오비디우스의 변신이야기 16가지,오비디우스 원작 ; 프랑수아즈 라슈물 지음 ; 조정훈 옮김 ; 김별다비 그림,구름서재,2009
1000,이단옆차기,홍은경 글 ; 김경희 그림,교학사,2009
1001,제로니모의 환상모험. 6 : 용기의 비밀을 찾아 공포의 성으로,제로니모 스틸턴 지음 ; 김영선 옮김,사파리,2009
1002,가만히 들여다보면,윤동주...[등]지음 ; 최윤정 엮음 ; 한유민 그림,문학과지성사,2008
1003,검은 마법과 쿠페 빵,모리 에토 지음 ; 박미옥 옮김,Human＆books,2006
1004,내 짝꿍은 사춘기,이봉직 [지음] ; 권희주 그림,청개구리,2009
1005,조심해! 공사중이야,믹 매닝 ; 브리타 그란스트룀 [공]글.그림 ; 김지연 옮김,그린북,2003
1006,러시아,이어령 글 ; 김종민 그림,웅진씽크북,2007
1007,나무 숲 속,매리 홀 엣츠 글.그림 ; [한림출판사 편],한림출판사,1996
1008,(6학년을 위한)우수동화,[예림당 편집부 편] ; 김승현...[등]그림,예림당,2001
1009,(6학년을 위한)우수동화,[예림당 편집부 편] ; 김승현...[등]그림,예림당,2001
1010,(5학년을 위한)우수동화,[예림당 편집부 편] ; 김승현...[등]그림,예림당,2001
1011,(5학년을 위한)우수동화,[예림당 편집부 편] ; 김승현...[등]그림,예림당,2001
1012,거짓말이야,김자환 지음 ; 이웅기 그림,채우리,2009
1013,고사리손 환경책,멜라니 월시 글.그림 ; [웅진주니어 편],웅진주니어,2009
1014,고슴도치대작전,이기규 지음,여우고개,2009
1015,고추먹고 맴맴,김원석 글 ; 정승희 그림,처음주니어,2008
1016,공주와 열쇠공,푸른아동문학회 지음,푸른책들,2008
1017,대장은 나야,카트 블랑켄 글 ; 마르틴 반 더 린넨 그림 ; 강혜경 옮김,시공사,2009-
1018,마법우산과 소년,김진완 글 ; 김형근 그림,미래아이,2008
1019,마지막 수수께끼,임정자 지음 ; 이수진 그림,해와나무,2009
1020,명심보감,윤희정 글 ; 홍진우 그림,김영사,2008
1021,목민심서,정약용 원작 ; 이성률 글 ; 한재홍 그림,파란자전거,2008
1022,봉봉 초콜릿의 비밀,정은숙 지음,푸른책들,2008
1023,나운규,남찬숙 글 ; 유승하 그림,비룡소,2009
1024,유일한,임사라 글 ; 김홍모 ; 임소희 [공]그림,비룡소,2008
1025,윈스턴 처칠,해리엇 캐스터 글 ; 린 윌리 그림 ; 맹주열 옮김,비룡소,2008
1026,김홍도,유타루 글 ; 김홍모 그림,비룡소,2009
1027,마하트마 간디,에마 피시엘 글 ; 리처드 모건 그림 ; 정영목 옮김,비룡소,2008
1028,장보고,이옥수 글 ; 원혜진 그림,비룡소,2009
1029,생각 깨우기,이어령 지음 ; 노인경 그림,푸른숲어린이,2009
1030,섬집아기,한인현 지음 ; 박건웅 그림,섬아이,2008
1031,세상에서 가장 좋은 선물,신시아 라일런트 글 ; 엘런 바이어 그림 ; 신형건 옮김,보물창고,2009
1032,"손, 손, 내 손은",빌 마틴 ; 존 아캠볼트 [공]글 ; 테드 랜드 그림 ; 이상희 옮김,열린어린이,2005
1033,손에 잡히는 과학 교과서. 1 : 사계절 동식물,김정숙 글 ; 김중석 그림,길벗스쿨,2007
1034,손에 잡히는 과학 교과서. 2 : 동물,권오길 글 ; 최경원 그림,길벗스쿨,2007
1035,손에 잡히는 과학 교과서. 3 : 우주,손영운 글 ; 임선영 그림,길벗스쿨,2008
1036,손에 잡히는 과학 교과서. 4 : 바다,최익대 ; 박금화 [공]글 ; 임연기 그림,길벗스쿨,2007
1037,손에 잡히는 과학 교과서. 5 : 지구,손영운 글 ; 이용규 ; 조광현 [공]그림,길벗스쿨,2007
1038,손에 잡히는 과학 교과서. 6 : 식물,권오길 글 ; 황경택 그림,길벗스쿨,2007
1039,손에 잡히는 과학 교과서. 6 : 식물,권오길 글 ; 황경택 그림,길벗스쿨,2007
1040,손에 잡히는 과학 교과서. 7 : 인체,권오길 글 ; 이유나 그림,길벗스쿨,2007
1041,손에 잡히는 과학 교과서. 8 : 날씨,손영운 글 ; 에스더 그림,길벗스쿨,2009
1042,쉿! 바다의 비밀을 말해 줄게,권수진 ; 김성화 [공]저 ; 김유대 그림,토토북,2008
1043,아기가 된 우리 형,브리짓 페스킨 글 ; 김경희 그림 ; 정미애 옮김,교학사,2008
1044,우리 할머니 할아버지는 가끔 엉뚱한 이야기를 하십니다,마리 부샨 글 ; 시몽 크루 그림 ; 함정임 옮김,문학동네,2004
1045,우린 모두 친구야!,미라 로베 글 ; 수지 바이겔 그림 ; 김경연 옮김,미래아이,2008
1046,우주 극장으로 놀러가자,펠릭스 모레노 ; 후안 이그나시오 메디나 [공]지음 ; 김수진 옮김,을파소,2005
1047,우주 극장으로 놀러가자,펠릭스 모레노 ; 후안 이그나시오 메디나 [공]지음 ; 김수진 옮김,을파소,2007
1048,우주인 도전기,노지영 글 ; 이종호 그림,한솔수북,2009
1049,오스카 와일드 단편선,오스카 와일드 원작 ; 서찬석 글 ; 최동식 그림,두산동아,2009
1050,80일 간의 세계 일주,쥘 베른 원작 ; 김기정 엮음 ; 정세오 그림,두산동아,2009
1051,빨간 머리 앤,루시 모드 몽고메리 원작 ; 이수나 엮음 ; 이송은 그림,두산동아,2009
1052,톰 소여의 모험,마크 트웨인 원작 ; 남석기 엮음 ; 옥소정 그림,두산동아,2009
1053,돌리틀 선생님의 항해기,휴 로프팅 원작 ; 길지연 엮음 ; 강은경 그림,두산동아,2009
